@relation R_data_frame

@attribute X1 numeric
@attribute X2 numeric
@attribute Class {1,2,3}
@attribute IsCC {FALSE,TRUE}

@data
-304.898866,5.139198,1,TRUE
-439.863485,6.239584,1,TRUE
-735.039781,-0.60587,1,TRUE
9.778966,-18.608535,1,TRUE
-705.030955,-0.065444,1,TRUE
-544.776489,13.187861,1,TRUE
-550.197037,-11.788199,1,TRUE
-299.839568,7.950491,1,TRUE
-299.851951,6.86688,1,TRUE
-764.882803,7.905929,1,TRUE
-534.748577,13.95482,1,TRUE
-574.642394,20.657115,1,TRUE
-404.73108,15.835914,1,TRUE
-801.857672,11.688157,1,TRUE
-565.044431,-2.560683,1,TRUE
-535.175225,-11.143519,1,TRUE
-385.114063,-8.755461,1,TRUE
-934.921467,7.859191,1,TRUE
-100.196967,-14.542881,1,TRUE
-35.382954,-25.691762,1,TRUE
-24.945396,-1.946109,1,TRUE
-289.894185,3.732529,1,TRUE
-269.784978,9.344254,1,TRUE
-99.8218,5.334608,1,TRUE
-85.289686,-23.057094,1,TRUE
-449.731087,14.500879,1,TRUE
-539.72497,15.052724,1,TRUE
-170.008504,-4.443437,1,TRUE
-289.811366,8.729664,1,TRUE
-539.829702,7.865381,1,TRUE
-769.895736,6.946062,1,TRUE
-244.950438,-0.070383,1,TRUE
-490.391751,-23.883596,1,TRUE
-350.029167,-4.29941,1,TRUE
-174.880859,2.599498,1,TRUE
-135.08287,-7.938544,1,TRUE
-359.821519,7.893532,1,TRUE
-274.846655,6.501545,1,TRUE
-15.431319,-27.956731,1,TRUE
-50.222699,-16.453519,1,TRUE
-289.68975,14.646885,1,TRUE
-349.896871,4.791451,1,TRUE
65.016788,-4.474395,1,FALSE
-140.024732,-4.901566,1,TRUE
-335.052458,-5.574649,1,TRUE
-319.912807,3.244788,1,TRUE
-239.912255,2.84191,1,TRUE
-314.920577,2.058149,1,TRUE
-514.987816,0.537831,1,TRUE
-404.744414,14.782844,1,TRUE
-519.7346,14.670378,1,TRUE
-445.064621,-3.549001,1,TRUE
-630.084197,-4.412635,1,TRUE
-315.192221,-12.849489,1,TRUE
-375.129309,-9.938912,1,TRUE
-225.211043,-14.420132,1,TRUE
-524.875358,6.767821,1,TRUE
-539.982313,1.022922,1,TRUE
225.230306,7.984852,2,TRUE
65.051486,-2.407348,2,TRUE
295.027039,-5.464659,2,FALSE
115.169377,3.655802,2,TRUE
325.256756,6.961126,2,TRUE
389.957289,-11.132234,2,TRUE
67.105898,0.468129,2,TRUE
243.406184,17.482118,2,TRUE
235.43478,17.504888,2,TRUE
-5.091753,-10.212642,2,TRUE
26.187044,-51.729775,2,TRUE
-124.929552,-1.234632,2,TRUE
335.301185,7.628272,2,TRUE
273.293042,7.733121,2,TRUE
-240.503085,-35.490338,2,TRUE
-140.89436,1.026512,2,TRUE
317.077943,-2.795599,2,TRUE
353.257805,7.561193,2,TRUE
244.840548,-16.575937,2,TRUE
-5.556863,-36.140669,2,TRUE
282.044927,-6.374778,2,TRUE
467.257608,5.530121,2,TRUE
31.32644,13.080352,2,TRUE
115.482682,19.493516,2,TRUE
230.328927,10.493789,2,TRUE
225.153017,1.751043,2,TRUE
295.054362,-4.448629,2,TRUE
250.244463,5.185626,2,TRUE
183.305517,8.257195,2,TRUE
65.37515,14.424289,2,TRUE
120.620509,27.421936,2,TRUE
265.380131,14.042056,2,TRUE
295.301261,8.407613,2,TRUE
250.408083,15.228464,2,TRUE
455.221222,3.765945,2,TRUE
400.05383,-5.285477,2,TRUE
-192.959789,-58.986761,2,TRUE
119.49379,-36.492539,2,TRUE
317.285173,9.209473,2,TRUE
85.276602,10.14294,2,TRUE
339.239068,5.771813,2,TRUE
35.131144,2.068427,2,TRUE
183.270706,8.476341,2,TRUE
307.084145,-3.749982,2,TRUE
330.286509,7.896814,2,TRUE
73.348073,13.320642,2,TRUE
430.209173,2.081872,2,TRUE
235.400882,15.537404,2,TRUE
257.344131,11.054998,2,TRUE
433.15817,0.117119,2,TRUE
65.18917,4.476965,2,TRUE
182.940925,-10.561861,2,TRUE
420.241483,4.292066,2,TRUE
138.021184,-5.802038,2,TRUE
311.25875,6.16888,2,TRUE
360.32616,9.278341,2,TRUE
338.311804,8.701966,2,TRUE
250.306065,9.254147,2,TRUE
399.902309,-15.388707,2,TRUE
373.36637,13.221905,2,TRUE
181.294484,9.507343,2,TRUE
120.144892,1.516225,2,TRUE
279.744152,-24.533167,2,TRUE
380.030396,-9.170401,2,TRUE
365.286772,7.211154,2,TRUE
365.353022,11.220888,2,TRUE
367.300644,8.201308,2,TRUE
393.27645,6.714773,2,TRUE
279.229194,2.507729,2,TRUE
403.259629,4.483686,2,TRUE
165.43115,16.669852,2,TRUE
114.682965,-24.336618,3,TRUE
214.987992,-8.166928,3,TRUE
185.11579,-1.768312,3,TRUE
144.973192,-8.988874,3,TRUE
95.32814,12.977709,3,TRUE
50.180396,4.710583,3,TRUE
25.293983,10.111929,3,TRUE
230.151683,-0.577928,3,TRUE
165.273017,8.700024,3,TRUE
155.069707,-4.23278,3,TRUE
145.146231,1.029715,3,TRUE
-34.708584,11.166681,3,TRUE
225.126818,-1.428239,3,TRUE
195.202906,4.183599,3,TRUE
-110.108363,-10.517892,3,TRUE
-84.917822,-0.967683,3,TRUE
330.390598,13.821719,3,TRUE
120.321636,11.388843,3,TRUE
95.217145,5.815923,3,TRUE
194.831602,-16.922255,3,TRUE
244.660228,-27.843021,3,TRUE
264.835679,-17.172097,3,TRUE
319.779485,-22.169591,3,TRUE
70.09774,0.30537,3,TRUE
105.018878,-5.287938,3,TRUE
20.217825,6.106563,3,TRUE
265.229625,5.906205,3,TRUE
-134.802026,4.671021,3,TRUE
85.113946,-0.181519,3,TRUE
125.258053,8.210669,3,TRUE
225.265958,7.58173,3,TRUE
64.958992,-8.567596,3,TRUE
174.968971,-9.5302,3,TRUE
69.971655,-7.602759,3,TRUE
130.245446,7.177377,3,TRUE
225.274914,7.553828,3,TRUE
49.894395,-12.470103,3,TRUE
60.281,10.452442,3,TRUE
-4.980701,-5.528251,3,TRUE
114.880492,-14.622594,3,TRUE
235.121668,-0.489945,3,TRUE
275.280337,8.726624,3,TRUE
85.224768,7.013521,3,TRUE
5.178533,4.415908,3,TRUE
-4.930678,-2.469116,3,TRUE
-90.250511,-18.93831,3,TRUE
-95.2487,-18.833929,3,TRUE
185.143056,0.152803,3,TRUE
