@relation R_data_frame

@attribute X1 numeric
@attribute X2 numeric
@attribute Class {1,2,3}
@attribute IsCC {FALSE,TRUE}

@data
-15.460166,-2.229655,1,TRUE
-55.577316,1.710259,1,TRUE
-11.512321,-18.28144,1,TRUE
-23.829481,18.277026,1,TRUE
-27.160189,-16.499648,1,TRUE
-1.005182,20.977255,1,TRUE
0.03723,7.583326,1,TRUE
-57.59249,13.003837,1,TRUE
-8.881503,3.454702,1,TRUE
-50.096815,-15.840257,1,TRUE
-45.777642,5.105382,1,TRUE
-40.022021,7.283509,1,TRUE
-66.706626,12.090604,1,TRUE
-63.707542,2.455341,1,TRUE
-31.989455,-9.593442,1,TRUE
-38.607726,-16.279838,1,TRUE
-34.620624,-21.397263,1,TRUE
-43.240372,-27.466099,1,TRUE
16.101592,16.264881,1,TRUE
10.815006,-2.833957,1,TRUE
12.454118,23.38467,1,TRUE
-3.059738,13.53331,1,TRUE
-10.737132,23.085375,1,TRUE
-7.785936,17.494686,1,TRUE
-22.750498,24.28344,1,TRUE
-22.620726,1.511166,1,TRUE
-41.773044,-0.555574,1,TRUE
-18.503128,16.338607,1,TRUE
3.081577,17.104927,1,TRUE
-56.346347,-9.883886,1,TRUE
-48.608952,-22.040776,1,TRUE
-42.518431,-8.651296,1,TRUE
-26.733357,-28.064518,1,TRUE
-28.972482,8.567624,1,TRUE
-9.915738,10.084161,1,TRUE
-31.979802,18.195708,1,TRUE
-32.902425,3.871576,1,TRUE
-35.639198,-2.123007,1,TRUE
22.15273,16.369104,1,TRUE
5.294172,-0.637102,1,TRUE
41.40704,-0.210337,1,TRUE
-18.214395,5.789421,1,TRUE
27.107936,5.934945,1,FALSE
-3.46943,-9.161137,1,TRUE
18.836379,5.622473,1,TRUE
22.979593,0.502913,1,TRUE
-7.502637,-4.880007,1,TRUE
-48.808388,-6.884276,1,TRUE
-38.314632,-32.358721,1,TRUE
-69.535094,-1.336855,1,TRUE
-46.692095,12.852814,1,TRUE
-15.08487,-12.042456,1,TRUE
-25.24704,-10.270826,1,TRUE
-2.716616,-0.58143,1,TRUE
-59.159328,-18.198003,1,TRUE
3.594022,-6.245024,1,TRUE
-27.844554,-3.123911,1,TRUE
-20.205346,-18.468203,1,TRUE
-33.892088,-48.40725,2,TRUE
-22.156546,-48.959814,2,TRUE
-19.027098,-43.641631,2,FALSE
-45.544324,66.134991,2,TRUE
-57.183698,46.449478,2,TRUE
-31.499071,37.635686,2,TRUE
-41.71694,25.441855,2,TRUE
-38.398783,58.241458,2,TRUE
-0.281996,58.328013,2,TRUE
-22.474935,-54.980064,2,TRUE
-10.922472,-73.276316,2,TRUE
-5.860704,-36.107609,2,TRUE
-12.199495,75.436496,2,TRUE
-6.21163,68.017967,2,TRUE
-68.001783,-22.793276,2,TRUE
-68.418689,30.731263,2,TRUE
-39.191158,41.213858,2,TRUE
-44.887522,57.792021,2,TRUE
2.890087,-19.933058,2,TRUE
73.705182,1.956403,2,TRUE
33.977433,15.315811,2,TRUE
-34.625144,49.550458,2,TRUE
-8.580413,31.805586,2,TRUE
-17.587502,51.22185,2,TRUE
46.722516,26.189359,2,TRUE
-59.568066,-44.890304,2,TRUE
0.584073,29.562011,2,TRUE
-24.678898,51.901365,2,TRUE
-19.155841,45.447598,2,TRUE
-17.25181,35.244597,2,TRUE
-9.732831,51.004482,2,TRUE
29.175862,27.65719,2,TRUE
-10.857224,40.41606,2,TRUE
37.395933,30.884148,2,TRUE
8.973519,29.551392,2,TRUE
-59.884515,40.475903,2,TRUE
75.31284,-2.501016,2,TRUE
73.543656,-34.210955,2,TRUE
-41.059213,49.392724,2,TRUE
-60.282818,53.416893,2,TRUE
-28.539045,70.250745,2,TRUE
-46.090201,39.857056,2,TRUE
2.025357,38.562656,2,TRUE
13.50418,42.238402,2,TRUE
-15.399536,-31.215288,2,TRUE
-0.890723,50.597823,2,TRUE
